ts,Date,Time,Latitude,Longitude,lat_bin,lon_bin,segment_id,Vehicle,Place,Position,Reason,Description,Temperature (C),Humidity (%),Precipitation (mm),Wind Speed (km/h),hour,dow,is_weekend,is_wet,is_speed_reason,SPI_smoothed
2023-07-09 17:00:00,2023.07.09,17:00:00,6.996191,80.465492,6.996,80.465,6.996_80.465,Three Wheeler,Ranjurawa 49km,"6.996191, 80.465492",Slipped,Turn over,22.9,87,0.2,6.4,17,6,1,1,0,0.35071806500377933
2023-07-16 11:45:00,2023.07.16,11:45:00,6.9693,80.5131,6.969,80.513,6.969_80.513,Motor Cycle,Hatton Road 57km,"6.9693, 80.5131",Slipped,Fell on curve,25.0,85,0.4,11.9,11,6,1,1,0,0.35071806500377933
2023-07-28 14:31:00,2023.07.28,14:31:00,6.997515,80.466968,6.998,80.467,6.998_80.467,Three Wheeler,Ranjurawa Samantha Garaj,"6.997515, 80.466968",Slipped,Turn over,26.1,78,0.1,11.3,14,4,0,0,0,0.35071806500377933
2023-07-29 22:20:00,2023.07.29,22:20:00,7.0189,80.4938,7.019,80.494,7.019_80.494,Three Wheeler,Ambagamuwa Temple,"7.0189, 80.4938",Excessive Speed,Hit cyclist,21.3,93,0.0,4.8,22,5,1,0,1,0.4256854256854257
2023-08-03 20:25:00,2023.08.03,20:25:00,6.976987,80.503231,6.977,80.503,6.977_80.503,Three Wheeler,Diyagala 55km,"6.976987, 80.503231",,hit a man,22.2,95,0.1,5.2,20,3,0,0,0,0.35071806500377933
2023-08-11 15:55:00,2023.08.11,15:55:00,6.9939,80.4469,6.994,80.447,6.994_80.447,Van,Kithulvila Hotel,"6.9939, 80.4469",Slipped,Turn over,24.4,81,2.0,7.7,15,4,0,1,0,0.3347763347763348
2023-08-24 08:30:00,2023.08.24,08:30:00,6.993788,80.445966,6.994,80.446,6.994_80.446,Car,44km Mark On Ht-colombo Rd,"6.993788, 80.445966",Excessive Speed,Lost control,24.1,80,0.0,8.4,8,3,0,0,1,0.4256854256854257
2023-09-06 13:05:00,2023.09.06,13:05:00,6.978656,80.503532,6.979,80.504,6.979_80.504,Bus,Diyagala 57/8 Culvert,"6.978656, 80.503532",Slipped,Skidded on wet road,23.0,91,0.8,12.6,13,2,0,1,0,0.3347763347763348
2023-09-19 16:40:00,2023.09.19,16:40:00,6.994455,80.465674,6.994,80.466,6.994_80.466,Lorry,Ranjurawa 49/4 Culvert,"6.994455, 80.465674",Excessive Speed,Hit electricity pole,22.4,96,0.2,6.1,16,1,0,1,1,0.4256854256854257
2023-09-21 13:50:00,2023.09.21,13:50:00,7.018978,80.493822,7.019,80.494,7.019_80.494,Car / Lorry,Ambagamuwa Temple,"7.018978, 80.493822",,accident,26.1,75,0.4,10.8,13,3,0,1,0,0.35071806500377933
2023-09-27 13:10:00,2023.09.27,13:10:00,6.994179,80.44967,6.994,80.45,6.994_80.45,Motor Cycle,Pitawala Junction,"6.994179, 80.449670",Slipped,slipped due to rain,22.3,93,3.2,11.6,13,2,0,1,0,0.35071806500377933
2023-10-02 09:15:00,2023.10.02,09:15:00,6.9887,80.4948,6.989,80.495,6.989_80.495,Motor Cycle,Ginigathena Temple,"6.9887, 80.4948",Slipped,Fell on wet road,24.7,82,0.3,10.7,9,0,0,1,0,0.35071806500377933
2023-11-06 12:40:00,2023.11.06,12:40:00,6.992444,80.488624,6.992,80.489,6.992_80.489,Bus,Ginigathena Hospital,"6.992444, 80.488624",Slipped,bus sliiped and hit a lorry,23.3,97,1.8,1.8,12,0,0,1,0,0.38023088023088025
2023-11-15 12:30:00,2023.11.15,12:30:00,6.991582,80.456975,6.992,80.457,6.992_80.457,Three Wheeler,Millagahamula 46/14 Culvert,"6.991582, 80.456975",Slipped,Turn over,25.0,88,0.1,6.6,12,2,0,0,0,0.35071806500377933
2023-11-19 14:00:00,2023.11.19,14:00:00,6.961928,80.505522,6.962,80.506,6.962_80.506,Three Wheeler,Ambathalawa,"6.961928, 80.505522",,Turn over,22.8,96,9.8,6.3,14,6,1,1,0,0.35071806500377933
2023-11-22 19:45:00,2023.11.22,19:45:00,6.9924,80.4886,6.992,80.489,6.992_80.489,Bus,Ginigathena Hospital,"6.9924, 80.4886",Excessive Speed,hit pole,21.7,100,1.2,5.8,19,2,0,1,1,0.39833711262282695
2023-11-29 07:20:00,2023.11.29,07:20:00,6.977947,80.505462,6.978,80.505,6.978_80.505,Lorry,Kadawala 55/19 Culvert,"6.977947, 80.505462",Mechanical Error,engine failure,21.5,91,0.0,3.6,7,2,0,0,0,0.35071806500377933
2023-12-06 14:35:00,2023.12.06,14:35:00,7.0189,80.4938,7.019,80.494,7.019_80.494,Motor Cycle,Ambagamuwa Temple,"7.0189, 80.4938",Slipped,fell on curve,24.8,89,0.2,7.6,14,2,0,1,0,0.35071806500377933
2023-12-13 21:00:00,2023.12.13,21:00:00,6.979536,80.503648,6.98,80.504,6.98_80.504,Van,Diyagala 56/8 Culvert,"6.979536, 80.503648",Excessive Speed,collision with lorry,22.3,91,0.0,1.6,21,2,0,0,1,0.39833711262282695
2023-12-18 13:25:00,2023.12.18,13:25:00,6.9924,80.4886,6.992,80.489,6.992_80.489,Three Wheeler,Ginigathena Hospital,"6.9924, 80.4886",Excessive Speed,hit pedestrian,24.2,91,8.8,5.4,13,0,0,1,1,0.39833711262282695
2023-12-20 09:25:00,2023.12.20,09:25:00,6.9941,80.4496,6.994,80.45,6.994_80.45,Car,Pitawala Junction,"6.9941, 80.4496",Slipped,lost control,24.9,84,0.0,5.7,9,2,0,0,0,0.35071806500377933
2023-12-22 08:50:00,2023.12.22,08:50:00,7.0189,80.4938,7.019,80.494,7.019_80.494,Bus,Ambagamuwa Temple,"7.0189, 80.4938",Slipped,skidded on rain,24.1,77,0.0,5.4,8,4,0,0,0,0.35071806500377933
2023-12-27 16:50:00,2023.12.27,16:50:00,6.9954,80.4918,6.995,80.492,6.995_80.492,Three Wheeler,Ginigathena Bus Stand,"6.9954, 80.4918",Excessive Speed,hit pedestrian,25.4,82,0.0,5.6,16,2,0,0,1,0.39833711262282695
2023-12-28 16:15:00,2023.12.28,16:15:00,6.977426,80.506014,6.977,80.506,6.977_80.506,Lorry,Kadawala 55/20 Culvert,"6.977426, 80.506014",Mechanical Failure,brake failure,24.2,87,2.9,4.0,16,3,0,1,0,0.35071806500377933
2024-01-01 07:30:00,2024.01.01,07:30:00,6.990389,80.490848,6.99,80.491,6.99_80.491,Three Wheeler / Motor Cycle,Green View Hotel,"6.990389, 80.490848",,accident,22.6,85,0.0,4.1,7,0,0,0,0,0.35071806500377933
2024-01-26 12:20:00,2024.01.26,12:20:00,6.990621,80.465391,6.991,80.465,6.991_80.465,Van,Hotel Breetas Garden,"6.990621, 80.465391",,Turn over,26.5,66,0.0,6.0,12,4,0,0,0,0.35071806500377933
2024-02-04 15:00:00,2024.02.04,15:00:00,6.9894,80.4561,6.989,80.456,6.989_80.456,Three Wheeler,Millagahamula Dinuwara Stores,"6.9894, 80.4561",,Turn over,25.3,82,0.3,6.9,15,6,1,1,0,0.35071806500377933
2024-02-18 11:50:00,2024.02.18,11:50:00,6.98948,80.464919,6.989,80.465,6.989_80.465,Bus / Van,Millagahamula 48km,"6.989480, 80.464919",,accident,27.4,69,0.0,10.1,11,6,1,0,0,0.35071806500377933
2024-02-26 08:10:00,2024.02.26,08:10:00,6.994681,80.483887,6.995,80.484,6.995_80.484,Three Wheeler,Kadawalawaththa Kovil,"6.994681, 80.483887",,accident,24.3,73,0.0,3.5,8,0,0,0,0,0.35071806500377933
2024-03-05 10:00:00,2024.03.05,10:00:00,6.992187,80.487858,6.992,80.488,6.992_80.488,Bus / Motor Cycle,Ginigathena - Avissawella 48km-49km,"6.992187, 80.487858",,accident,28.0,51,0.0,7.4,10,1,0,0,0,0.35071806500377933
2024-03-08 23:45:00,2024.03.08,23:45:00,7.006447,80.488581,7.006,80.489,7.006_80.489,Three Wheeler,Ambagamuwa South,"7.006447, 80.488581",,Turn over,21.0,86,0.0,3.3,23,4,0,0,0,0.35071806500377933
2024-03-09 19:30:00,2024.03.09,19:30:00,6.992444,80.488624,6.992,80.489,6.992_80.489,Three Wheeer,Ginigathena Hospital,"6.992444, 80.488624",,Turn over,22.9,93,0.0,3.8,19,5,1,0,0,0.35071806500377933
2024-03-16 10:00:00,2024.03.16,10:00:00,6.992444,80.488624,6.992,80.489,6.992_80.489,Three Wheeler,Ginigathena Hospital,"6.992444, 80.488624",,hit a man,29.1,51,0.0,5.9,10,5,1,0,0,0.35071806500377933
2024-04-01 07:30:00,2024.04.01,07:30:00,6.997281,80.466712,6.997,80.467,6.997_80.467,Lorry / Three Wheeler,Ranjurawa Prashan Hotel,"6.997281, 80.466712",,accident,23.2,86,0.0,4.5,7,0,0,0,0,0.35071806500377933
2024-04-03 09:45:00,2024.04.03,09:45:00,6.992298,80.454162,6.992,80.454,6.992_80.454,Three Wheeler,Pareyiyagala,"6.992298, 80.454162",Slipped,accident,26.6,76,0.0,5.2,9,2,0,0,0,0.3347763347763348
2024-04-06 10:30:00,2024.04.06,10:30:00,6.977475,80.503988,6.977,80.504,6.977_80.504,Three Wheeler,Kadawala School,"6.977475, 80.503988",,hit a woman,28.2,64,0.0,6.1,10,5,1,0,0,0.35071806500377933
2024-04-08 12:00:00,2024.04.08,12:00:00,6.9954,80.4918,6.995,80.492,6.995_80.492,Motor Cycle,Ginigathena Bus Stand,"6.9954, 80.4918",,hit a man,29.8,56,0.5,6.8,12,0,0,1,0,0.3347763347763348
2024-04-09 13:55:00,2024.04.09,13:55:00,6.9805,80.4823,6.98,80.482,6.98_80.482,Lorry / Three Wheeler,Weralugashandiya,"6.9805, 80.4823",,accident,31.6,36,0.0,9.7,13,1,0,0,0,0.35071806500377933
2024-04-17 11:30:00,2024.04.17,11:30:00,6.996422,80.465544,6.996,80.466,6.996_80.466,Lorry / Three Wheeler,Hathlaha- Ginigathena Rd,"6.996422, 80.465544",,accident,28.3,68,0.1,5.1,11,2,0,0,0,0.35071806500377933
2024-04-19 10:10:00,2024.04.19,10:10:00,6.988917,80.49443,6.989,80.494,6.989_80.494,Motor Cycle,"Pedestrian Cross, Peoples Bank, Ginigathena","6.988917, 80.494430",Excessive Speed,hit a woman,27.9,70,0.0,5.4,10,4,0,0,1,0.39833711262282695
2024-04-28 15:50:00,2024.04.28,15:50:00,6.978646,80.502325,6.979,80.502,6.979_80.502,Three Wheeler,Kadawala 55/11 Culvert,"6.978646, 80.502325",,Turn over,26.1,84,0.1,7.4,15,6,1,0,0,0.35071806500377933
2024-05-11 15:45:00,2024.05.11,15:45:00,6.971698,80.511317,6.972,80.511,6.972_80.511,Car / Three Wheeler,Kadawala 56/3 Culvert,"6.971698, 80.511317",,accident,25.3,80,2.8,5.4,15,5,1,1,0,0.35071806500377933
2024-05-17 09:00:00,2024.05.17,09:00:00,6.9984,80.4757,6.998,80.476,6.998_80.476,Three Wheel,Badupola 50km Marker,"6.9984, 80.4757",Excessive Speed,hit a electricity tower and turn over,26.5,76,0.0,9.5,9,4,0,0,1,0.39833711262282695
2024-06-11 07:30:00,2024.06.11,07:30:00,6.955723,80.527169,6.956,80.527,6.956_80.527,Bus / Van,Diyagala 57/9 Culvert,"6.955723, 80.527169",,accident,22.8,94,0.3,11.4,7,1,0,1,0,0.35071806500377933
2024-07-08 23:00:00,2024.07.08,23:00:00,6.987879,80.496028,6.988,80.496,6.988_80.496,Three Wheeler / Lorry,54/3 Kovil,"6.987879, 80.496028",,accident,21.3,93,0.1,3.5,23,0,0,0,0,0.35071806500377933
2024-08-04 15:30:00,2024.08.04,15:30:00,7.019305,80.4952,7.019,80.495,7.019_80.495,Bus / Motor Cycle,Ginigathena-n.pitiy Rd #58/3 Culvert,"7.019305, 80.4952",,accident,24.3,88,0.1,6.8,15,6,1,0,0,0.35071806500377933
2024-08-16 12:30:00,2024.08.16,12:30:00,6.9954,80.4918,6.995,80.492,6.995_80.492,Motor Cycle,Ginigathena Bus Stand,"6.9954, 80.4918",,Turn over,23.9,94,2.0,11.8,12,4,0,1,0,0.3347763347763348
2024-08-16 15:30:00,2024.08.16,15:30:00,7.018525,80.494427,7.019,80.494,7.019_80.494,Bus / Three Wheeler,Ginigathena-n.pitiy Rd #11,"7.018525, 80.494427",,accident,23.4,94,0.5,10.0,15,4,0,1,0,0.3068783068783069
2024-08-16 15:30:00,2024.08.16,15:30:00,7.018525,80.494427,7.019,80.494,7.019_80.494,Bus / Three Wheeler,Ginigathena-n.pitiy Rd #11,"7.018525, 80.494427",,accident,23.4,94,0.5,10.0,15,4,0,1,0,0.3068783068783069
2024-08-16 15:30:00,2024.08.16,15:30:00,7.018525,80.494427,7.019,80.494,7.019_80.494,Bus / Three Wheeler,Ginigathena-n.pitiy Rd #11,"7.018525, 80.494427",,accident,23.4,94,0.5,10.0,15,4,0,1,0,0.3068783068783069
2024-08-16 15:30:00,2024.08.16,15:30:00,7.018525,80.494427,7.019,80.494,7.019_80.494,Bus / Three Wheeler,Ginigathena-n.pitiy Rd #11,"7.018525, 80.494427",,accident,23.4,94,0.5,10.0,15,4,0,1,0,0.3068783068783069
2024-10-11 08:00:00,2024.10.11,08:00:00,6.997546,80.476889,6.998,80.477,6.998_80.477,Car,Rampadeniya Temple,"6.997546, 80.476889",,plunged into a precipice,21.8,94,4.5,11.9,8,4,0,1,0,0.35071806500377933
2024-10-18 03:00:00,2024.10.18,03:00:00,6.990452,80.459595,6.99,80.46,6.99_80.46,Car,Millagahamula 46/8 Culvert,"6.990452, 80.459595",Slipped,,18.7,86,0.0,4.5,3,4,0,0,0,0.35071806500377933
2024-10-19 07:00:00,2024.10.19,07:00:00,6.985637,80.493485,6.986,80.493,6.986_80.493,Lorry,Gcc,"6.985637, 80.493485",Slipped,,22.8,81,0.0,4.4,7,5,1,0,0,0.35071806500377933
2024-11-03 22:00:00,2024.11.03,22:00:00,6.999775,80.473979,7.0,80.474,7.0_80.474,Lorry / Three Wheeler,Rampadeniya School,"6.999775, 80.473979",,accident,21.7,90,0.0,2.2,22,6,1,0,0,0.35071806500377933
2024-11-15 14:20:00,2024.11.15,14:20:00,6.9889,80.4921,6.989,80.492,6.989_80.492,Three Wheeler,Ginigathena Market,"6.9889, 80.4921",Excessive Speed,hit a pedestrian,22.6,95,11.8,5.9,14,4,0,1,1,0.39833711262282695
2024-11-20 09:45:00,2024.11.20,09:45:00,6.9903,80.4352,6.99,80.435,6.99_80.435,Bus,Miyora Hotel,"6.9903, 80.4352",Slipped,skidded on wet road,24.8,82,0.0,6.7,9,2,0,0,0,0.35071806500377933
2024-11-25 17:30:00,2024.11.25,17:30:00,6.979513,80.503543,6.98,80.504,6.98_80.504,Lorry,Kadawala 56/5 Culvert,"6.979513, 80.503543",Mechanical Error,brake failure,21.3,99,3.0,6.8,17,0,0,1,0,0.35071806500377933
2024-12-01 08:10:00,2024.12.01,08:10:00,7.019,80.4938,7.019,80.494,7.019_80.494,Motor Cycle,Ambagamuwa 9/8 Culvert,"7.0190, 80.4938",Excessive Speed,collision with van,22.8,89,0.0,9.9,8,6,1,0,1,0.39833711262282695
2024-12-05 20:15:00,2024.12.05,20:15:00,6.990531,80.459648,6.991,80.46,6.991_80.46,Van,Millagahamula 47/2 Culvert,"6.990531, 80.459648",Slipped,Turn over,21.0,94,0.0,1.1,20,3,0,0,0,0.35071806500377933
2024-12-10 11:50:00,2024.12.10,11:50:00,6.990598,80.490651,6.991,80.491,6.991_80.491,Three Wheeler,"Hatton-colombo Rd, 45km","6.990598, 80.490651",Excessive Speed,hit a barrier,27.2,54,0.0,6.2,11,1,0,0,1,0.39833711262282695
2024-12-15 13:25:00,2024.12.15,13:25:00,6.9924,80.4886,6.992,80.489,6.992_80.489,Car,Ginigathena Hospital Rd,"6.9924, 80.4886",Slipped,lost control on curve,28.2,48,0.0,12.4,13,6,1,0,0,0.35071806500377933
2024-12-20 16:40:00,2024.12.20,16:40:00,6.978656,80.503532,6.979,80.504,6.979_80.504,Bus,Diyagala 57/8 Culvert,"6.978656, 80.503532",Excessive Speed,hit a parked vehicle,22.6,92,0.5,3.6,16,4,0,1,1,0.39833711262282695
2024-12-25 22:00:00,2024.12.25,22:00:00,6.996108,80.4801,6.996,80.48,6.996_80.48,Lorry,Rampadeniya 51/12 Culvert,"6.996108, 80.480100",Slipped,plunged into ditch,16.4,92,0.0,3.0,22,2,0,0,0,0.35071806500377933
2025-01-02 07:15:00,2025.01.02,07:15:00,6.9985,80.4758,6.998,80.476,6.998_80.476,Motor Cycle,Badupola 50km Marker,"6.9985, 80.4758",Excessive Speed,collision with three-wheeler,21.2,99,0.3,2.5,7,3,0,1,1,0.39833711262282695
2025-01-08 12:30:00,2025.01.08,12:30:00,7.010875,80.490356,7.011,80.49,7.011_80.49,Three Wheeler,Ambagamuwa Samurdi Bank,"7.010875, 80.490356",Slipped,Turn over,27.2,60,0.0,6.1,12,2,0,0,0,0.35071806500377933
2025-01-12 18:20:00,2025.01.12,18:20:00,6.97691,80.503612,6.977,80.504,6.977_80.504,Van,Kadawala 55/14 Culvert,"6.976910, 80.503612",Excessive Speed,hit a cyclist,21.1,97,0.1,0.5,18,6,1,0,1,0.39833711262282695
2025-01-18 09:45:00,2025.01.18,09:45:00,6.989,80.4941,6.989,80.494,6.989_80.494,Car,Ginigathena Police Station,"6.9890, 80.4941",Slipped,skidded on oil spill,25.8,70,0.0,4.0,9,5,1,0,0,0.35071806500377933
2025-01-22 14:10:00,2025.01.22,14:10:00,6.991424,80.460627,6.991,80.461,6.991_80.461,Bus,Millagahamula 46/9 Culvert,"6.991424, 80.460627",Excessive Speed,out of control,22.8,95,0.2,2.3,14,2,0,1,1,0.39833711262282695
2025-01-28 10:30:00,2025.01.28,10:30:00,6.9942,80.4497,6.994,80.45,6.994_80.45,Lorry,Pitawala Junction,"6.9942, 80.4497",Mechanical Error,engine failure,24.6,67,0.0,4.7,10,1,0,0,0,0.3347763347763348
2025-02-03 16:50:00,2025.02.03,16:50:00,7.019,80.4938,7.019,80.494,7.019_80.494,Three Wheeler,Ambagamuwa Temple Rd,"7.0190, 80.4938",Slipped,hit a pole,25.9,63,0.0,6.8,16,0,0,0,0,0.35071806500377933
2025-02-08 21:15:00,2025.02.08,21:15:00,6.9954,80.4918,6.995,80.492,6.995_80.492,Motor Cycle,Ginigathena Bus Stand,"6.9954, 80.4918",Excessive Speed,collision with pedestrian,16.3,94,0.0,7.3,21,5,1,0,1,0.39833711262282695
2025-02-14 08:40:00,2025.02.14,08:40:00,6.9775,80.504,6.978,80.504,6.978_80.504,Van,Kadawala School,"6.9775, 80.5040",Slipped,Turn over,21.9,68,0.0,1.0,8,4,0,0,0,0.35071806500377933
2025-02-20 13:55:00,2025.02.20,13:55:00,6.977309,80.50378,6.977,80.504,6.977_80.504,Car,Diyagala 56/4 Culvert,"6.977309, 80.503780",Excessive Speed,hit a tree,29.3,47,0.0,6.9,13,3,0,0,1,0.39833711262282695
2025-02-26 17:20:00,2025.02.26,17:20:00,6.990705,80.462151,6.991,80.462,6.991_80.462,Bus,Millagahamula 48/6 Culvert,"6.990705, 80.462151",Slipped,skidded on gravel,24.3,81,0.2,5.1,17,2,0,1,0,0.35071806500377933
2025-03-04 10:45:00,2025.03.04,10:45:00,7.019383,80.497491,7.019,80.497,7.019_80.497,Lorry,Ambagamuwa 9/9 Culvert,"7.019383, 80.497491",Mechanical Error,brake failure,28.3,55,0.0,6.2,10,1,0,0,0,0.35071806500377933
2025-03-10 19:30:00,2025.03.10,19:30:00,6.9889,80.4921,6.989,80.492,6.989_80.492,Three Wheeler,Ginigathena Market,"6.9889, 80.4921",Excessive Speed,hit a cart,22.6,97,0.0,0.5,19,0,0,0,1,0.39833711262282695
2025-03-16 07:50:00,2025.03.16,07:50:00,6.9985,80.4758,6.998,80.476,6.998_80.476,Motor Cycle,Badupola 50km Marker,"6.9985, 80.4758",Slipped,fell on wet road,21.6,94,0.0,2.1,7,6,1,0,0,0.35071806500377933
2025-03-22 12:15:00,2025.03.22,12:15:00,6.977464,80.503956,6.977,80.504,6.977_80.504,Van,Kadawala 55/15 Culvert,"6.977464, 80.503956",Excessive Speed,collision with bike,27.4,69,0.1,3.8,12,5,1,0,1,0.39833711262282695
2025-03-28 15:40:00,2025.03.28,15:40:00,6.9924,80.4886,6.992,80.489,6.992_80.489,Car,Ginigathena Hospital,"6.9924, 80.4886",Slipped,lost control,28.3,51,0.0,4.6,15,4,0,0,0,0.35071806500377933
